"id","height","weight","rating","potential","preferred_foot","weak_foot","skill_moves","international_reputation","club_rating"
"233139","190","84","71","71","Right","3 ","3","Local","70"
"236467","185","80","71","73","Right","2 ","3","Local","68"
"236723","182","70","71","71","Left","2 ","3","Local","72"
"172723","199","101","71","71","Right","2 ","1","Local","76"
"239795","182","80","71","71","Right","3 ","3","Local","73"
"214196","182","73","71","71","Right","3 ","2","Local","70"
"241588","185","78","71","72","Right","3 ","3","Local","69"
"270517","173","84","71","84","Right","5 ","4","Local","68"
"208053","177","73","71","71","Right","3 ","3","Local","74"
"213685","183","77","71","71","Left","3 ","2","Local","71"
"220085","181","74","71","71","Left","3 ","3","Local","72"
"266422","183","75","71","79","Right","4 ","3","Local","68"
"270518","182","75","71","81","Right","2 ","2","Local","73"
"275638","175","68","71","77","Right","4 ","4","Local","69"
"227766","191","80","71","71","Left","3 ","2","Local","70"
"216247","190","81","71","71","Right","3 ","3","Local","67"
"241591","174","68","71","71","Left","3 ","3","Local","70"
"251575","180","77","71","79","Right","3 ","3","Local","69"
"257975","183","73","71","73","Left","3 ","3","Local","69"
"268728","181","66","71","79","Left","3 ","3","Local","79"
"274616","178","68","71","83","Right","4 ","3","Local","76"
"262585","182","70","71","81","Right","5 ","3","Local","70"
"277689","185","84","71","86","Left","2 ","2","Local","79"
"229818","188","72","71","73","Right","2 ","2","Local","67"
"210619","181","73","71","71","Left","3 ","3","Local","69"
"214971","180","75","71","71","Right","4 ","4","Local","72"
"234683","185","81","71","74","Left","4 ","3","Local","69"
"257211","173","76","71","71","Right","3 ","2","Local","70"
"230332","195","91","71","71","Right","2 ","1","Local","72"
"247228","191","86","71","74","Left","3 ","1","Local","68"
"70845","184","72","71","83","Right","3 ","3","Local","72"
"262334","168","63","71","77","Right","3 ","2","Local","69"
"237502","185","75","71","72","Right","3 ","4","Local","71"
"207807","163","70","71","71","Right","4 ","3","Local","74"
"213439","175","68","71","71","Right","5 ","3","Local","68"
"230335","176","69","71","71","Left","3 ","2","Local","72"
"240319","183","74","71","74","Right","3 ","3","Local","71"
"252095","184","76","71","76","Right","3 ","2","Local","64"
"77760","181","71","71","83","Right","3 ","4","Local","72"
"231616","190","83","71","74","Right","4 ","3","Local","70"
"243392","175","66","71","74","Right","3 ","3","Local","70"
"250816","180","63","71","77","Right","3 ","3","Local","70"
"204737","166","69","71","71","Right","4 ","3","Local","69"
"253121","182","78","71","76","Right","2 ","3","Local","72"
"261313","185","73","71","80","Left","3 ","3","Local","72"
"71106","171","61","71","86","Right","3 ","3","Local","70"
"18115","187","81","71","71","Left","3 ","2","Local","69"
"248003","188","80","71","71","Right","3 ","2","Local",""
"183491","191","79","71","71","Right","2 ","2","Local","71"
"230340","174","78","71","71","Left","3 ","3","Local","71"
"231108","183","83","71","72","Right","3 ","2","Local","71"
"251076","186","77","71","76","Right","2 ","2","Local","69"
"254148","184","75","71","76","Left","2 ","4","Local","69"
"267973","173","61","71","75","Right","3 ","3","Local","67"
"223685","185","89","71","71","Right","3 ","3","Local","69"
"232645","186","85","71","72","Right","2 ","1","Local","74"
"235717","178","72","71","72","Right","3 ","3","Local","70"
"239045","174","68","71","71","Left","2 ","3","Local","70"
"240837","174","70","71","71","Right","4 ","3","Local","80"
"256453","188","83","71","76","Right","4 ","3","Local","73"
"269510","182","76","71","71","Right","3 ","2","Local","70"
"206534","185","71","71","71","Left","3 ","3","Local","74"
"212934","180","75","71","71","Right","4 ","3","Local","69"
"239814","188","84","71","72","Right","3 ","2","Local","71"
"198599","177","72","71","71","Right","3 ","3","Local","68"
"272839","185","73","71","74","Right","3 ","2","Local","71"
"231111","193","88","71","71","Left","3 ","2","Local","69"
"237511","180","72","71","72","Right","3 ","3","Local","70"
"219848","184","71","71","71","Right","4 ","3","Local","71"
"235464","188","75","71","73","Right","3 ","2","Local","70"
"237000","180","74","71","73","Right","3 ","2","Local","67"
"237256","183","79","71","71","Left","3 ","2","Local","71"
"239048","167","68","71","71","Left","4 ","3","Local","70"
"246728","183","90","71","76","Right","3 ","3","Local","72"
"277193","177","65","71","79","Left","3 ","2","Local","72"
"258505","174","67","71","80","Right","3 ","3","Local","75"
"263882","182","80","71","79","Right","4 ","3","Local","75"
"244938","185","80","71","76","Left","3 ","2","Local","69"
"190666","184","82","71","71","Right","2 ","2","Local","76"
"256970","185","74","71","79","Left","3 ","3","Local","71"
"198347","179","77","71","71","Right","3 ","3","Local","71"
"263883","181","68","71","74","Right","4 ","4","Local","70"
"225995","178","69","71","71","Right","3 ","3","Local","69"
"233931","185","80","71","72","Left","3 ","2","Local","67"
"273100","188","74","71","72","Right","3 ","3","Local","74"
"277708","183","74","71","80","Left","3 ","3","Local","80"
"240332","175","70","71","76","Right","3 ","3","Local","73"
"209613","179","74","71","71","Right","3 ","3","Local","68"
"260813","176","70","71","76","Right","3 ","2","Local","70"
"262862","191","81","71","82","Right","3 ","1","Local","67"
"198350","188","73","71","71","Right","3 ","1","Local","76"
"275918","195","85","71","72","Right","4 ","2","Local","69"
"216270","173","72","71","71","Right","3 ","3","Local","70"
"225487","187","86","71","71","Right","3 ","2","Local","69"
"241103","187","78","71","74","Right","3 ","2","Local","69"
"220624","187","82","71","71","Right","3 ","1","Local","68"
"247248","192","82","71","76","Right","2 ","2","Local","70"
"182224","185","75","71","71","Right","3 ","1","Local","68"
"253136","188","85","71","74","Left","3 ","2","Local","74"
"270033","187","76","71","79","Right","2 ","2","Local","73"
"230865","178","67","71","71","Left","2 ","2","Local","70"
"258769","184","77","71","76","Right","3 ","2","Local","69"
"199890","174","73","71","71","Right","2 ","3","Local","67"
"209618","181","70","71","71","Right","3 ","3","Local","71"
"214226","180","70","71","71","Right","3 ","3","Local","72"
"227794","174","69","71","71","Left","4 ","2","Local","69"
"229842","180","81","71","71","Right","3 ","3","Local","71"
"244946","177","70","71","71","Right","4 ","2","Local","69"
"273875","183","57","71","81","Left","3 ","3","Local","75"
"225748","177","70","71","72","Right","3 ","4","Local","70"
"232148","185","68","71","71","Right","4 ","3","Local","68"
"244948","185","77","71","74","Right","3 ","2","Local","74"
"222165","172","68","71","72","Right","3 ","3","Local","70"
"210646","186","78","71","71","Right","3 ","2","Local","68"
"236758","190","82","71","74","Right","2 ","1","Local","69"
"271063","178","73","71","82","Right","4 ","2","Local","73"
"276695","189","77","71","81","Right","3 ","3","Local","70"
"230359","168","72","71","71","Right","3 ","2","Local","73"
"230871","178","85","71","71","Right","3 ","2","Local","70"
"253399","175","63","71","72","Right","4 ","3","Local","76"
"263640","179","68","71","85","Right","3 ","4","Local","76"
"204760","185","70","71","71","Left","2 ","3","Local","74"
"267481","194","90","71","73","Right","3 ","3","Local","69"
"271577","180","78","71","81","Right","3 ","2","Local","80"
"213209","177","68","71","71","Right","5 ","3","Local","68"
"262105","170","67","71","87","Right","3 ","5","Local","81"
"199386","170","64","71","71","Right","2 ","3","Local","69"
"230362","185","81","71","71","Right","3 ","2","Local","74"
"247258","169","69","71","74","Right","3 ","3","Local","69"
"229851","182","77","71","71","Left","1 ","2","Local","77"
"239323","183","80","71","71","Right","4 ","3","Local","69"
"240859","184","72","71","77","Right","2 ","2","Local","75"
"247771","181","70","71","74","Left","3 ","3","Local","72"
"76508","175","70","71","71","Right","3 ","3","Local","67"
"273884","177","65","71","82","Right","3 ","2","Local","72"
"222428","190","82","71","73","Right","3 ","2","Local","71"
"261084","178","72","71","75","Right","3 ","3","Local","71"
"263133","180","65","71","80","Right","3 ","3","Local","74"
"266461","179","71","71","76","Left","3 ","2","Local","71"
"241117","185","80","71","71","Right","4 ","4","Local","69"
"246237","184","71","71","78","Right","3 ","3","Local","68"
"263390","188","85","71","80","Left","3 ","2","Local","70"
"201438","181","72","71","71","Right","4 ","3","Local","68"
"212446","172","67","71","71","Right","3 ","3","Local","67"
"220638","180","73","71","71","Right","3 ","2","Local","68"
"225502","184","80","71","72","Right","3 ","2","Local","70"
"231390","178","70","71","71","Right","4 ","4","Local","68"
"216799","186","78","71","71","Left","2 ","3","Local","68"
"221919","176","72","71","71","Right","3 ","4","Local","67"
"231391","172","67","71","71","Right","3 ","4","Local","70"
"240351","176","72","71","71","Left","3 ","3","Local","69"
"264160","179","74","71","74","Right","3 ","2","Local","77"
"199904","197","89","71","71","Right","3 ","1","Local","71"
"202464","176","73","71","71","Right","4 ","3","Local","72"
"277216","185","72","71","76","Right","3 ","3","Local","71"
"212192","173","70","71","71","Right","4 ","3","Local","68"
"230368","179","74","71","71","Right","3 ","2","Local","71"
"251617","187","78","71","79","Right","4 ","3","Local","70"
"244706","185","85","71","71","Right","3 ","2","Local","77"
"252386","186","98","71","78","Right","3 ","2","Local","70"
"243684","176","70","71","78","Right","3 ","2","Local","74"
"258276","178","73","71","71","Right","3 ","3","Local","69"
"258788","172","65","71","71","Right","4 ","3","Local","69"
"199909","194","88","71","71","Right","4 ","1","Local","77"
"270821","200","95","71","85","Left","2 ","1","Local","72"
"223717","180","75","71","71","Right","3 ","3","Local","70"
"233957","191","65","71","73","Left","3 ","2","Local","70"
"239845","172","72","71","71","Right","3 ","3","Local","70"
"257253","193","77","71","77","Right","3 ","2","Local","71"
"203751","183","73","71","71","Left","3 ","3","Local","75"
"252903","175","70","71","76","Right","3 ","3","Local","70"
"262119","193","90","71","75","Right","3 ","2","Local","70"
"257000","187","70","71","77","Left","2 ","2","Local","73"
"238570","194","88","71","75","Right","2 ","1","Local","67"
"226539","180","70","71","71","Left","1 ","3","Local","67"
"227819","188","80","71","71","Left","3 ","1","Local","76"
"185068","178","76","71","71","Left","3 ","4","Local","68"
"204269","193","80","71","71","Right","2 ","1","Local","69"
"73453","175","67","71","78","Right","2 ","2","Local","68"
"208621","180","75","71","71","Left","4 ","3","Local","70"
"231150","175","72","71","71","Right","4 ","3","Local","67"
"238062","178","70","71","74","Right","3 ","2","Local","69"
"247022","197","82","71","75","Right","3 ","1","Local","69"
"199151","169","73","71","71","Left","2 ","4","Local","70"
"225775","185","78","71","72","Left","3 ","2","Local","70"
"230383","191","90","71","71","Right","3 ","2","Local","69"
"231664","180","70","71","71","Right","2 ","1","Local","68"
"236784","177","78","71","74","Right","4 ","4","Local","71"
"200689","185","82","71","71","Right","3 ","3","Local","70"
"236529","180","70","71","74","Right","3 ","3","Local","71"
"247025","181","70","71","79","Right","3 ","4","Local","67"
"251633","172","64","71","74","Right","3 ","4","Local","74"
"212722","171","75","71","71","Right","3 ","2","Local","70"
"225266","180","68","71","71","Left","3 ","3","Local","71"
"199667","187","79","71","71","Left","3 ","2","Local","73"
"245491","185","76","71","74","Left","3 ","2","Local","71"
"190195","198","85","71","71","Right","1 ","1","Local","66"
"271092","181","64","71","78","Left","2 ","4","Local","69"
"150516","183","88","71","71","Left","3 ","3","Local","65"
"220148","187","80","71","71","Right","3 ","3","Local","69"
"234740","176","68","71","71","Right","4 ","4","Local","69"
"248820","173","67","71","76","Right","3 ","3","Local","76"
"189172","180","74","71","71","Left","2 ","3","Local","67"
"222709","182","81","71","71","Right","3 ","3","Local","65"
"263670","187","77","71","80","Right","3 ","2","Local","69"
"199158","183","74","71","71","Right","3 ","2","Local","69"
"269302","180","72","71","71","Left","3 ","2","Local","69"
"212214","180","80","71","71","Right","3 ","3","Local","71"
"278262","180","65","71","82","Left","3 ","2","Local","73"
"214006","171","67","71","71","Right","3 ","4","Local","70"
"233974","188","83","71","71","Right","2 ","1","Local","72"
"233207","174","65","71","71","Right","4 ","2","Local","70"
"198904","187","81","71","71","Right","3 ","2","Local","70"
"193272","198","86","71","71","Right","2 ","1","Local","68"
"202489","182","77","71","71","Right","4 ","3","Local","67"
"233977","191","87","71","71","Right","3 ","1","Local","73"
"257785","188","80","71","76","Left","3 ","2","Local","80"
"262906","184","74","71","76","Right","4 ","2","Local","75"
"73466","188","87","71","71","Left","3 ","2","Local","67"
"217338","177","66","71","71","Right","4 ","3","Local","71"
"235002","190","82","71","71","Right","3 ","2","Local","63"
"188154","176","76","71","71","Left","3 ","3","Local","70"
"227835","175","65","71","71","Right","3 ","3","Local","67"
"262396","190","82","71","76","Right","3 ","2","Local","71"
"220156","186","82","71","71","Right","3 ","3","Local","74"
"221692","183","72","71","71","Right","3 ","3","Local","69"
"229628","186","84","71","71","Right","3 ","2","Local","71"
"258812","187","84","71","75","Left","1 ","2","Local","72"
"266237","185","75","71","85","Left","2 ","4","Local","72"
"204542","172","69","71","71","Left","1 ","3","Local","70"
"272894","183","72","71","81","Right","3 ","2","Local","73"
"230398","188","88","71","71","Right","3 ","2","Local","74"
"266751","180","73","71","77","Right","3 ","3","Local","68"
"219391","182","76","71","71","Right","3 ","3","Local","71"
"231423","175","75","71","71","Right","4 ","3","Local","70"
"253951","188","80","71","74","Right","3 ","2","Local","70"
"255487","185","74","71","71","Right","2 ","3","Local","66"
"264194","178","76","70","79","Right","3 ","3","Local","68"
"225282","188","81","70","71","Right","2 ","1","Local","70"
"235266","193","88","70","76","Left","2 ","1","Local","73"
"235522","172","64","70","70","Right","3 ","3","Local","70"
"245762","181","76","70","73","Right","4 ","3","Local","79"
"259074","189","80","70","81","Left","3 ","2","Local","69"
"262403","175","69","70","71","Right","3 ","2","Local","72"
"236803","175","68","70","70","Right","3 ","4","Local","70"
"251651","190","85","70","76","Right","4 ","3","Local","73"
"252675","192","92","70","71","Right","2 ","2","Local","69"
"231428","180","70","70","70","Left","3 ","3","Local","70"
"268805","182","72","70","77","Left","3 ","2","Local","68"
"229637","188","80","70","71","Right","2 ","1","Local","68"
"185349","178","72","70","70","Right","3 ","3","Local","72"
"201990","186","72","70","70","Left","2 ","3","Local","67"
"203782","173","66","70","70","Right","3 ","4","Local","68"
"270854","171","69","70","76","Right","2 ","3","Local","71"
"228614","185","77","70","70","Left","2 ","3","Local","73"
"254470","177","68","70","73","Left","2 ","2","Local","75"
"267784","173","68","70","80","Left","2 ","3","Local","70"
"274952","184","76","70","82","Right","3 ","2","Local","77"
"217096","191","73","70","70","Right","3 ","1","Local","74"
"252168","182","78","70","72","Left","3 ","2","Local","69"
"206601","188","75","70","70","Right","2 ","2","Local","67"
"224265","185","80","70","71","Right","2 ","3","Local","70"
"238857","175","69","70","70","Right","4 ","3","Local","67"
"230410","170","70","70","70","Right","3 ","3","Local","73"
"215051","188","77","70","70","Right","2 ","2","Local","70"
"236555","180","82","70","70","Right","3 ","3","Local","69"
"229900","185","77","70","70","Right","3 ","2","Local","70"
"231436","180","73","70","70","Left","3 ","4","Local","71"
"254220","176","79","70","70","Right","3 ","3","Local","70"
"256780","188","77","70","76","Left","3 ","2","Local","70"
"276493","183","76","70","81","Right","3 ","2","Local","74"
"215053","181","79","70","70","Right","3 ","2","Local","70"
"223501","182","76","70","70","Left","3 ","3","Local","71"
"216334","179","72","70","70","Right","3 ","3","Local","71"
"236046","191","84","70","73","Right","2 ","1","Local","69"
"238862","188","80","70","70","Right","2 ","2","Local","64"
"258574","176","80","70","70","Left","2 ","2","Local","68"
"272911","176","72","70","81","Right","3 ","3","Local","70"
"233231","180","72","70","70","Right","3 ","3","Local","69"
"233999","179","76","70","70","Left","3 ","1","Local","74"
"237840","170","64","70","71","Right","4 ","3","Local","74"
"245264","190","90","70","76","Right","3 ","3","Local","69"
"261648","173","59","70","70","Right","3 ","2","Local","67"
"264209","183","70","70","77","Right","4 ","2","Local","81"
"221201","174","72","70","70","Left","3 ","3","Local","68"
"231697","176","71","70","75","Right","4 ","2","Local","69"
"240657","196","88","70","76","Right","3 ","1","Local","76"
"260369","183","82","70","77","Right","3 ","3","Local","72"
"208146","189","78","70","70","Right","3 ","2","Local","67"
"239378","180","83","70","71","Right","3 ","3","Local","68"
"70419","190","87","70","71","Right","3 ","3","Local","66"
"246803","180","75","70","70","Right","5 ","3","Local","69"
"274452","186","76","70","76","Right","3 ","3","Local","74"
"237332","176","72","70","70","Right","4 ","3","Local","70"
"247060","178","78","70","74","Right","2 ","2","Local","71"
"211221","172","63","70","70","Right","3 ","3","Local","67"
"192789","180","77","70","70","Right","3 ","2","Local","70"
"246550","185","80","70","75","Right","3 ","2","Local","70"
"251926","179","70","70","75","Right","3 ","2","Local","72"
"189462","174","70","70","70","Right","3 ","3","Local","67"
"226583","187","88","70","70","Right","4 ","2","Local","68"
"199960","175","68","70","70","Right","4 ","3","Local","71"
"279064","177","60","70","75","Left","3 ","2","Local","75"
"226584","172","65","70","70","Right","3 ","4","Local","68"
"228120","175","68","70","70","Left","3 ","3","Local","70"
"228888","190","80","70","73","Right","3 ","2","Local","72"
"230936","178","70","70","70","Right","4 ","3","Local","70"
"230169","182","77","70","70","Right","2 ","1","Local","71"
"232729","176","75","70","70","Right","3 ","3","Local","73"
"251161","177","72","70","71","Right","3 ","2","Local","67"
"186905","185","84","70","70","Right","4 ","3","Local","74"
"262938","188","78","70","78","Right","3 ","2","Local","69"
"274970","175","70","70","75","Right","3 ","2","Local","68"
"213530","180","79","70","70","Right","3 ","2","Local","69"
"239898","195","81","70","73","Right","4 ","1","Local","69"
"246298","202","85","70","75","Right","3 ","2","Local","67"
"264731","192","90","70","83","Right","3 ","2","Local","69"
"221467","179","77","70","70","Right","5 ","3","Local","66"
"186651","177","65","70","70","Left","3 ","3","Local","68"
"269084","175","71","70","83","Right","4 ","3","Local","75"
"270109","184","82","70","80","Right","3 ","3","Local","69"
"278813","187","82","70","84","Right","4 ","3","Local","80"
"216349","169","69","70","70","Left","2 ","4","Local","68"
"266270","181","73","70","80","Right","3 ","4","Local","74"
"220702","187","77","70","70","Left","2 ","3","Local","71"
"230686","177","75","70","73","Left","3 ","3","Local","71"
"240926","190","84","70","71","Right","2 ","2","Local","69"
"245278","187","77","70","76","Right","2 ","4","Local","69"
"208159","188","92","70","70","Right","4 ","2","Local","70"
"261663","192","83","70","73","Right","3 ","2","Local","66"
"264736","188","74","70","77","Left","3 ","2","Local","71"
"226592","185","74","70","70","Left","3 ","3","Local","73"
"238880","186","81","70","73","Right","3 ","2","Local","70"
"247072","179","72","70","70","Right","3 ","1","Local","71"
"252704","182","72","70","73","Left","4 ","3","Local","73"
"253472","178","69","70","74","Left","2 ","3","Local","69"
"202017","172","76","70","70","Right","3 ","4","Local","70"
"73505","175","69","70","76","Left","3 ","3","Local","67"
"219681","176","70","70","70","Left","5 ","3","Local","76"
"240673","180","70","70","73","Right","3 ","3","Local","69"
"241953","171","66","70","74","Right","3 ","3","Local","71"
"244001","189","85","70","73","Right","4 ","1","Local","70"
"252193","185","75","70","75","Right","2 ","3","Local","69"
"274722","178","70","70","75","Right","3 ","3","Local","72"
"229154","184","80","70","70","Right","3 ","3","Local",""
"255266","190","86","70","79","Right","2 ","1","Local","70"
"271395","189","89","70","70","Right","3 ","2","Local","75"
"206115","187","79","70","70","Right","4 ","2","Local","69"
"213795","181","76","70","70","Left","3 ","2","Local","69"
"215331","184","80","70","70","Right","3 ","3","Local","70"
"237091","160","61","70","70","Left","4 ","3","Local","68"
"255523","176","74","70","73","Right","3 ","2","Local","71"
"259107","184","70","70","75","Right","4 ","2","Local","66"
"215332","180","72","70","70","Right","3 ","3","Local","69"
"245540","183","76","70","73","Right","3 ","2","Local","68"
"264229","185","75","70","75","Right","3 ","2","Local","74"
"266789","180","73","70","79","Right","3 ","3","Local","64"
"202789","190","84","70","70","Right","3 ","1","Local","75"
"268581","171","69","70","78","Right","3 ","3","Local","69"
"239397","170","70","70","70","Right","4 ","4","Local","65"
"241445","178","68","70","70","Right","2 ","2","Local","67"
"244517","181","72","70","70","Left","3 ","3","Local","63"
"246053","175","72","70","77","Left","3 ","3","Local","71"
"251429","193","78","70","75","Right","3 ","2","Local","70"
"254501","187","72","70","71","Right","3 ","3","Local","69"
"274726","175","62","70","80","Right","4 ","3","Local","72"
"244006","185","79","70","70","Left","3 ","2","Local","69"
"248870","173","68","70","76","Right","3 ","4","Local","68"
"276007","175","70","70","77","Right","4 ","3","Local","71"
"251431","187","87","70","74","Left","3 ","3","Local","68"
"228136","176","70","70","70","Right","2 ","2","Local","71"
"235304","191","82","70","76","Right","3 ","1","Local","69"
"70441","174","71","70","79","Right","3 ","3","Local","69"
"209449","172","62","70","70","Left","3 ","4","Local","65"
"275241","190","87","70","76","Right","3 ","2","Local","74"
"246057","175","72","70","70","Right","3 ","3","Local","69"
"245290","179","78","70","75","Right","3 ","2","Local","70"
"251434","186","88","70","75","Right","2 ","2","Local","70"
"262955","190","90","70","70","Left","3 ","2","Local","67"
"230443","184","82","70","70","Right","3 ","2","Local","71"
"221740","184","79","70","70","Right","3 ","2","Local","69"
"246828","192","89","70","70","Right","2 ","2","Local","66"
"230190","178","76","70","70","Left","2 ","2","Local","70"
"248878","192","91","70","74","Right","3 ","2","Local","72"
"257326","185","76","70","74","Left","3 ","3","Local","64"
"70703","165","63","70","70","Right","4 ","3","Local","70"
"239919","173","65","70","71","Right","3 ","2","Local","70"
"243759","180","71","70","70","Right","3 ","1","Local","65"
"247599","187","82","70","75","Right","3 ","3","Local","70"
"203568","186","77","70","70","Right","2 ","3","Local","68"
"205360","178","65","70","70","Right","4 ","3","Local","69"
"211504","182","72","70","70","Right","5 ","3","Local","69"
"219952","183","76","70","70","Right","3 ","3","Local","72"
"225072","187","73","70","72","Right","3 ","2","Local","70"
"227632","187","73","70","70","Right","3 ","2","Local","68"
"246832","184","72","70","70","Right","3 ","3","Local","70"
"273969","177","69","70","74","Left","3 ","3","Local","70"
"230193","178","75","70","70","Right","3 ","2","Local","72"
"231985","173","73","70","70","Right","3 ","2","Local","67"
"199986","178","76","70","70","Right","4 ","2","Local","69"
"272946","181","76","70","71","Left","2 ","2","Local","69"
"230194","168","60","70","70","Right","3 ","2","Local","70"
"242482","173","72","70","70","Right","3 ","2","Local","71"
"259634","179","63","70","74","Left","3 ","2","Local","73"
"194354","178","81","70","70","Left","2 ","3","Local","75"
"266803","197","83","70","80","Right","2 ","1","Local","73"
"273459","177","65","70","87","Left","3 ","3","Local","72"
"229683","185","80","70","70","Left","3 ","3","Local","68"
"219956","187","76","70","71","Left","3 ","2","Local","72"
"223284","182","77","70","70","Left","3 ","2","Local","70"
"225844","168","63","70","70","Left","3 ","4","Local","69"
"235572","196","73","70","74","Right","2 ","2","Local","71"
"238132","179","74","70","73","Right","3 ","3","Local","65"
"225077","177","74","70","70","Right","3 ","2","Local","69"
"231733","174","71","70","70","Left","3 ","3","Local","69"
"230454","179","73","70","70","Right","3 ","3","Local","76"
"232759","180","75","70","73","Left","3 ","2","Local","69"
"251447","174","67","70","70","Right","3 ","3","Local","68"
"208440","192","80","70","70","Right","3 ","3","Local","67"
"218936","177","72","70","70","Left","3 ","3","Local","69"
"226616","180","81","70","70","Right","3 ","2","Local","69"
"236344","176","68","70","72","Right","3 ","2","Local","71"
"243000","178","65","70","70","Left","2 ","3","Local","67"
"253240","171","66","70","73","Right","3 ","4","Local","69"
"277305","190","83","70","78","Right","3 ","2","Local","69"
"221753","185","75","70","70","Right","3 ","2","Local","70"
"233785","190","89","70","70","Right","3 ","2","Local","69"
"266554","184","81","70","70","Left","2 ","2","Local","70"
"228410","193","80","70","72","Right","2 ","1","Local","75"
"247866","192","80","70","78","Right","2 ","1","Local","69"
"257338","166","60","70","70","Right","3 ","3","Local","69"
"203067","172","68","70","70","Right","4 ","3","Local","69"
"77883","183","79","70","80","Left","2 ","3","Local","72"
"278075","179","56","70","79","Left","2 ","3","Local","72"
"219451","192","90","70","70","Left","3 ","2","Local","68"
"220475","183","75","70","70","Right","3 ","2","Local","72"
"230203","184","72","70","70","Right","3 ","2","Local","72"
"230459","173","65","70","70","Left","3 ","3","Local","75"
"247611","187","75","70","73","Left","2 ","1","Local","70"
"256059","174","69","70","70","Right","3 ","3","Local","69"
"216380","178","67","70","70","Left","3 ","3","Local","68"
"226108","186","75","70","70","Right","3 ","2","Local","72"
"255036","182","78","70","76","Right","3 ","3","Local","71"
"263230","186","80","70","75","Right","5 ","2","Local","70"
"245822","189","73","70","76","Right","2 ","1","Local","76"
"251198","191","73","70","77","Right","4 ","3","Local","71"
"266815","176","64","70","86","Right","4 ","4","Local","72"
"215615","188","79","70","70","Right","3 ","3","Local","68"
"233023","179","69","70","70","Right","3 ","2","Local","71"
"242751","188","81","70","75","Right","3 ","2","Local","70"
"177983","188","78","70","70","Right","2 ","2","Local","68"
"268864","183","80","70","70","Right","4 ","3","Local",""
"240448","172","68","70","74","Left","2 ","2","Local","68"
"243520","176","69","70","75","Right","4 ","2","Local","70"
"246592","180","78","70","75","Right","3 ","2","Local","70"
"269889","180","80","70","70","Right","3 ","3","Local","73"
"231233","174","73","70","71","Right","3 ","2","Local","65"
"231745","185","81","70","71","Right","3 ","3","Local","70"
"242753","175","65","70","75","Left","3 ","3","Local","66"
"275522","182","72","70","85","Right","4 ","2","Local","64"
"224322","191","83","70","74","Right","2 ","1","Local","73"
"225858","191","84","70","70","Right","3 ","1","Local","69"
"241474","177","66","70","71","Right","4 ","3","Local","70"
"254786","186","77","70","73","Right","3 ","3","Local","69"
"243011","187","83","70","70","Right","3 ","3","Local","71"
"255043","188","100","70","73","Right","4 ","2","Local","71"
"190531","188","80","70","70","Left","4 ","2","Local","70"
"264516","182","75","70","75","Right","3 ","4","Local","68"
"229444","183","83","70","70","Right","3 ","1","Local","71"
"199493","187","77","70","70","Right","2 ","1","Local","71"
"201285","185","77","70","70","Right","4 ","3","Local","71"
"272453","176","72","70","77","Right","3 ","3","Local","76"
"224069","182","70","70","70","Right","4 ","3","National","69"
"70726","176","72","70","79","Left","3 ","5","Local","76"
"220230","193","78","70","70","Left","2 ","2","Local","67"
"207431","187","80","70","70","Right","3 ","2","Local","71"
"192071","173","65","70","70","Right","3 ","3","Local","68"
"73288","182","70","70","75","Right","3 ","3","Local","67"
"239944","182","78","70","70","Right","4 ","3","Local","69"
"241992","179","85","70","70","Right","3 ","3","Local","69"
"250952","190","83","70","70","Right","4 ","2","Local","66"
"205897","187","80","70","70","Right","3 ","3","Local","70"
"221001","187","78","70","70","Right","3 ","3","Local","69"
"228681","190","83","70","70","Right","3 ","2","Local","70"
"235849","186","75","70","72","Right","3 ","2","Local","69"
"247369","176","62","70","76","Right","3 ","2","Local","66"
"259657","185","76","70","71","Right","2 ","2","Local","70"
"262474","190","79","70","74","Right","3 ","2","Local","72"
"226378","177","93","70","70","Right","3 ","3","Local","70"
"269643","180","68","70","77","Right","3 ","3","Local","70"
"227659","177","68","70","70","Right","3 ","3","Local","67"
"243787","185","72","70","70","Right","3 ","2","Local","73"
"199244","189","87","70","70","Right","3 ","2","Local","73"
"233292","182","80","70","70","Right","2 ","2","Local","71"
"257612","183","74","70","79","Right","3 ","3","Local","74"
"262221","190","78","70","80","Right","3 ","3","Local","67"
"251469","178","73","70","71","Left","4 ","3","Local","70"
"268622","182","73","70","82","Left","3 ","2","Local","83"
"245582","182","75","70","72","Right","3 ","2","Local","66"
"263504","173","76","70","77","Left","3 ","3","Local","70"
"207440","167","66","70","70","Right","3 ","3","Local","69"
"76624","186","77","70","84","Right","3 ","2","Local","85"
"207952","193","83","70","70","Right","2 ","2","Local","71"
"219728","187","78","70","70","Right","2 ","3","Local","63"
"224336","186","73","70","70","Left","3 ","2","Local","68"
"229456","173","70","70","70","Right","3 ","2","Local","67"
"252240","171","65","70","72","Left","3 ","3","Local","70"
"254544","185","82","70","77","Right","4 ","4","Local","71"
"236113","171","65","70","70","Right","3 ","3","Local","75"
"267602","175","67","70","75","Left","3 ","3","Local","73"
"226130","179","70","70","70","Left","2 ","2","Local","69"
"226386","179","77","70","70","Left","2 ","2","Local","71"
"227667","188","77","70","70","Right","4 ","3","Local","69"
"229971","182","75","70","70","Right","3 ","2","Local","74"
"253012","187","76","70","75","Right","3 ","1","Local","72"
"266069","170","66","70","80","Right","3 ","2","Local","71"
"275029","180","70","70","82","Right","3 ","4","Local","70"
